Name,smiles
Molecule_285,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
Molecule_286,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)C
Molecule_287,Cc1ccc(OCC(O)CNC(C)C)c(/C=C\CO)c1
Molecule_288,Cc1ccccc1N(CC(=O)O)C(=O)C1=C(C(=O)NCc2ccc(C(=N)N)cc2)CCC1
Molecule_289,Cc1ccc2c(c1)C=Cc1cc(C(C)C(=O)O)ccc1S2
Molecule_290,CC[C@@H]1C[C@@H](O)C[C@H]2c3cc(OCc4ccccc4)c(OCc4ccccc4)cc3CCN12
Molecule_291,CN(C)c1ccc(Cc2cnc(N)nc2N)cc1
Molecule_292,O=C(NCCNCC(O)c1ccccc1)C(F)(F)F
Molecule_293,CC(C)(N)CNC(=O)C[C@@H]1CCC[C@]2(C1)OOC1(O2)C2CC3CC(C2)CC1C3
Molecule_294,CC(CNC(=O)Cc1ccccc1Cl)NCC(O)c1ccccc1
Molecule_295,CCC[C@@H]1Cc2cc(C)n(CC(=O)NCc3ccc(N)nc3C)c(=O)c2NC1=O
Molecule_296,Nc1nc(O)c2ncn([C@H]3C[C@@H]4C[C@@](CC(=O)O)(C(=O)O)C[C@@H]4C3)c2n1
Molecule_297,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
Molecule_298,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@H]3O
Molecule_299,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
Molecule_300,CC(C)Nc1ncnc2c1ncn2Cc1ccccc1F
Molecule_301,CN(C)c1ncnc2c1ncn2Cc1ccc(C#N)cc1
Molecule_302,CCCCCC(O)/C=C/CCC1CCCc2c(OCC(=O)O)cccc21
Molecule_303,CCN1CCCC1CNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC
Molecule_304,CCCCNCC(=O)Nc1cccc2c1CN(C)CC2c1ccc(C)cc1
Molecule_305,O=C(NCCCCn1ccnc1)c1cc2cc(Cl)ccc2[nH]1
Molecule_306,O=C1NC(=O)C(CC#Cc2ccc(F)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
Molecule_307,CC(=O)Nc1ccc(/C=C/c2ccc(F)cc2)cc1
Molecule_308,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(Oc1ccccc1)Oc1ccccc1
Molecule_309,CN1C[C@H](Nc2nc3cc[nH]c3c(=O)n2C)C[C@H](c2ccc(Oc3ccccc3)cc2)C1
Molecule_310,COc1ccc2c(c1)OC(c1ccccc1)CC2=O
Molecule_311,O=c1[nH]c(=O)n([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)cc1F
Molecule_312,COc1cc2nc(N3CCN(C(=O)/C=C/c4cccc(F)c4)CC3)nc(N)c2cc1OC
Molecule_313,N=C(N)NCCC[C@H](NC(=O)[C@@H]1C=CCN1C(=O)[C@@H](N)CCN)C(=O)O
Molecule_314,CN1C(=O)c2ccc(Cl)cc2C2(CC(=O)NC2=O)C1=O
Molecule_315,CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cc(C)[nH]n1
Molecule_316,Oc1cccc2c1C[C@H]1CCN(CC3CC3)[C@@H]1C2
Molecule_317,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cncnc1
Molecule_318,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(OCc5ccccc5)cc4c3cc12
Molecule_319,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)CS(=O)(=O)C2
Molecule_320,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
Molecule_321,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
Molecule_322,COc1cc(C(C)=O)ccc1OCCCN1CCC(C(=O)c2ccccc2)CC1
Molecule_323,Cc1ccc(Cl)c(Cl)c1NC1=NCCN1
Molecule_324,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc(CN=C(N)N)cc4)C3)[C@H](C)[C@H]12
Molecule_325,COc1cc2c(/C=C3/C(=O)N(C)c4ccc(O)cc43)c[nH]c2cc1C
Molecule_326,C=C1C(=O)O[C@@H]2C[C@H](C)C(CCC(C)=O)=C[C@H](OC(C)=O)[C@H]12
Molecule_327,COc1ccc(NC(=O)N2N=C(C)N(C(=O)Nc3ccc(OC)cc3)N=C2C)cc1
Molecule_328,COc1ccc2sc3c(c2c1)NC[C@@H](CN1CCOCC1)NC3=O
Molecule_329,C/N=C(\NC#N)NCCSCc1c[nH]c2ccccc12
Molecule_330,CNCCc1ccc(O)c2nc(O)sc12
Molecule_331,CCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(NC(C)=O)C1=N
Molecule_332,CC(C)(C)C(=O)/N=C1/NC(=O)[C@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)S1
Molecule_333,CCCCC/C=C(/c1ccc(O)cc1)c1ccc(OCCN(CC)CC)cc1
Molecule_334,CC1(C)CCc2cc3c(C(F)(F)F)cc(=O)oc3cc2N1
Molecule_335,CCOP(=O)(OCC)C(CCC(O)c1ccccc1)P(=O)(OCC)OCC
Molecule_336,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCF
Molecule_337,COc1ccc(OC)c(C(=O)/C(C)=C/c2ccc(N(C)C)cc2)c1
Molecule_338,CN1C(=O)S/C(=C\c2cc(Oc3cccc(O)c3N)c(O)cc2Br)C1=O
Molecule_339,O=c1oc2c(O)c(O)ccc2c2ccccc12
Molecule_340,CN1CCCN(C)C1=O
Molecule_341,NC1CCOC2(CCCC2)C1
Molecule_342,COc1cc(OC)c(/C=C2\SC(=O)N(C)C2=O)cc1Br
Molecule_343,O=C(/C=C/c1cccc(Cl)c1)c1ccc(O)cc1
Molecule_344,CN(c1ncnc2c1ncn2Cc1ccccc1)C1CCCC1
Molecule_345,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](Nc3nc4cc(N)ccc4[nH]3)C2SC1
Molecule_346,CCCc1ccc(CC[C@H](C[C@H](C)C(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)Nc2ccccc2)cc1
Molecule_347,Cc1cccc(S(=O)(=O)C2(CC#Cc3ccccc3)SC(=O)NC2=O)c1
Molecule_348,O=C(Cc1ccccc1)c1cc2cc(CCl)ccc2oc1=O
Molecule_349,CN1CCC(c2ccc3[nH]c(=O)oc3c2)CC1
Molecule_350,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)OCO2
Molecule_351,COC(=O)C(C)(C)CCCOc1ccc(OCCCC(C)(C)C(=O)OC)c(C=O)c1
Molecule_352,COC(=O)C1=CCCN(C)C1
Molecule_353,O=C(O)CCCCCC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1
Molecule_354,COC(=O)C1=C(C)N(c2ccccc2)C=CC1c1ccccc1
Molecule_355,C(#CCCC1CCCCC1)CCc1c[nH]cn1
Molecule_356,CC(C)(C)c1cc(/C=C/c2ccc(Cl)s2)cc(C(C)(C)C)c1O
Molecule_357,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(N)c2cc1OC
Molecule_358,CCC(CCO)NS(=O)(=O)c1cccc2ncccc12
Molecule_359,C[C@]1(N2C(=O)c3c(F)c(F)c(F)c(F)c3C2=O)CCC(=O)NC1=O
Molecule_360,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCCN(C)O
Molecule_361,CC(C)NCC(O)C(C)Oc1ccc(Cl)c(Cl)c1
Molecule_362,O=C1OC(=O)C2C3CCC(O3)C12
Molecule_363,NS(=O)(=O)c1nonc1OCc1ccccc1
Molecule_364,Cc1noc(C2=CCCNC2)n1
Molecule_365,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)C1CCCC1
Molecule_366,CC(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1
Molecule_367,COc1cc(NC(C)CCCN)c2nccc(C)c2c1OCCCCCCCCOc1ccccc1
Molecule_368,O=C(O)C(=O)/C=C(\O)c1ccc(C2CCCCC2)cc1
Molecule_369,CC(CO)[C@H](N)C(=O)O
Molecule_370,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1
Molecule_371,CCCCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)C)co1
Molecule_372,CC1CN(Cc2ccccc2)C(=O)C1=O
Molecule_373,CCCN(CC)CC(C(=O)Nc1ccc(OC)cc1C)N(CC)CCC
Molecule_374,CCC(=O)Nc1ccc(NC(=O)CN2CCN(C)CC2)c(C(=O)c2ccccc2)c1
Molecule_375,CCC1CCN=C(N)C1
Molecule_376,COc1ccc(/N=N/C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)cc1
Molecule_377,CCc1cccc(C2=NCCN2)c1
Molecule_378,CN(O)C(=O)/C=C/c1ccc2c(c1)Nc1ccccc1O2
Molecule_379,CN1CCN(C(=O)CC[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1
Molecule_380,N#Cc1ccc(Nc2c(NC3CCCCCC3)c(=O)c2=O)cc1
Molecule_381,C[C@H](CS)C(=O)N1C[C@@H](Oc2ccc3ccccc3c2)C[C@H]1C(=O)O
Molecule_382,NS(=O)(=O)c1cccc2ccccc12
Molecule_383,COc1cc(NC(C)CCCN)c2ncccc2c1Oc1ccc(OC(F)(F)F)cc1
Molecule_384,CC(C)=CCOC1(C(F)(F)F)OC(=O)Nc2ccc(Cl)cc21
Molecule_385,Cc1c(S(=O)(=O)N[C@H]2CCN(CCNc3ccncc3)C2=O)sc2cc(Cl)ccc12
Molecule_386,CCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
Molecule_387,O=C(Nc1cccc(C(F)(F)F)c1)O/N=C(\C1CCCCC1)C(Cn1ccnc1)C1CCCCC1
Molecule_388,Nc1nc(N)c(CCCCc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
Molecule_389,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCC1
Molecule_390,Cc1cc2c(s1)CN(C)CC2c1ccc(O)cc1
Molecule_391,O=C(O)CNC(=O)C(Cc1ccccc1)C(=O)O
Molecule_392,CC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
Molecule_393,N#CN/C(=N\C(Cn1ccnc1)c1ccc(Cl)cc1Cl)Nc1ccccc1Cl
Molecule_394,NCc1ccc(F)cc1
Molecule_395,Nc1nccc(Nc2cccc(Cl)c2)n1
Molecule_396,Brc1cccc(Br)c1N(CC1CC1)C1=NCCN1
Molecule_397,O=C1NC(=O)C(CC#Cc2ccc(C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
Molecule_398,CC(C)CC(O)CN
Molecule_399,CC(=O)Nc1ccn(COCCO)c(=O)n1
Molecule_400,CCc1nnc2c(NCC(C)O)nc3ccccc3n12
Molecule_401,Nc1nc(O)c2cc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
Molecule_402,CCCCc1nc2ccccc2n1Cc1ccc(OC(C(=O)O)c2ccccc2)cc1
Molecule_403,CN1C[C@@H](C(=O)c2ccc(Cl)cc2)[C@H](c2ccccc2F)C1
Molecule_404,NC(CCCSc1cc(Cl)ccc1O)C(=O)O
Molecule_405,O=C(O)c1cn2c(cc(Cl)c3ccc(Br)cc32)n1
Molecule_406,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c4c(c3)OCO4)=C2Cc2ccccc2)cc1
Molecule_407,C[C@]1(c2ccc(C(=N)N)cc2)NC(=O)N(CC(=O)N[C@@H](CC(=O)O)c2ccccc2)C1=O
Molecule_408,Nc1nc(O)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1
Molecule_409,Oc1ncncc1Oc1ccccc1
Molecule_410,CC/N=C/C1=Cc2c(cc3c(c2OC)OCO3)C(c2cc(OC)c(OC)c(OC)c2)[C@@H]1C(=O)OC
Molecule_411,COc1ccc2cc(C(C)C(=O)O)ccc2c1
Molecule_412,O=C(O)C(=O)CC(=O)c1ccc(Cc2ccc(Cl)c(Cl)c2)cc1
Molecule_413,O=C(NN1CCC=CC1=O)c1ccccc1
Molecule_414,CC(C)=CCC/C(C)=C/CCC(C)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1
Molecule_415,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
Molecule_416,c1ccc2c(c1)CC1NC2c2ccccc21
Molecule_417,C#CCN(C)/N=N/c1ccc(C(=O)O)cc1
Molecule_418,C[C@H](N)[C@@H](C)c1c[nH]cn1
Molecule_419,CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccccc12
Molecule_420,Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](O)[C@@H]2C/C=C\CCCC(=O)O)cc1
Molecule_421,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S
Molecule_422,CC[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O
Molecule_423,CN(C)c1ccc(NC(=O)OCCCc2c[nH]cn2)cc1
Molecule_424,Nc1ccc2c(c1)Oc1ncccc1C(=O)N2
Molecule_425,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
Molecule_426,CCCc1ccc(CC(C)(Oc2ccc(C(C)C)cc2)C(=O)O)cc1
Molecule_427,CCCCCC(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1
Molecule_428,O=C(O)[C@H]1CNC[C@@H](O)C1
Molecule_429,C[C@@H]1[C@@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
Molecule_430,COc1ccc(Cc2oc3cccc(O)c3c2C)cc1
Molecule_431,CC1(C)CC1C(=O)N/C(=C\CCCCCBr)C(=O)O
Molecule_432,COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1
Molecule_433,Cc1nc(NC(=O)c2cnn(C)c2)sc1Cc1ccccc1Cl
Molecule_434,COC(=O)[C@@H](NC(=O)CSC1=CC(=O)c2cccc(OC)c2C1=O)C(C)C
Molecule_435,C=C1CC2(OC1=O)C(C)CCCC2C
Molecule_436,CSc1nc(O)c2c(C(N)=O)[nH]nc2n1
Molecule_437,COc1cc(CNCCCNc2nc3ncccc3[nH]2)c2[nH]cc(Br)c2c1
Molecule_438,CCN1CCC[C@@H]2c3cccn4cc(C)c(c34)C[C@H]21
Molecule_439,CCOP(=O)(O)CC(OCn1cc(C)c(=O)[nH]c1=O)C(C)O
Molecule_440,CC(C)CN1C2=NCCN2C(=O)c2[nH]nnc21
Molecule_441,O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)CC1=NCCO1
Molecule_442,Cc1cnc2nc(N)nc(O)c2n1
Molecule_443,CS(=O)(=O)c1cc2nc(C(=O)O)cn2c2ccccc12
Molecule_444,CCCCCCCCCOc1c(OC)cc(NC(C)CCCN)c2nccc(C)c12
Molecule_445,O=C1NC(=O)C(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1
Molecule_446,O=C(COCc1ccccc1)NC1CCOC1=O
Molecule_447,COc1ccc2c3c1OC1[C@H]4OC[C@@]4(CCCCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
Molecule_448,CCCc1[nH]c2ccc(OC)cc2c1CCN(C)C
Molecule_449,Cc1c2ccnc(NCCCN)c2cc2c1[nH]c1ccc(OCc3ccccc3)cc12
Molecule_450,CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12
Molecule_451,C=C1CC(C)(C)OC1=O
Molecule_452,Clc1ccccc1
Molecule_453,C=C(c1ccccc1OCC(O)CNC(C)C)n1ccc(=O)cc1
Molecule_454,CCCc1nc2c(OC)cccc2c2nc(N)nn12
Molecule_455,COc1ccc(Sc2ccccc2NC2=NCCN2)cc1
Molecule_456,CCOc1ccc(Cc2nc3cc(C(=O)OC)ccc3n2CCC(C)C)cc1
Molecule_457,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1
Molecule_458,N#Cc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
Molecule_459,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CCN2C
Molecule_460,CC(C)C(=O)c1c(O)cc(O)cc1O
Molecule_461,CCCCS(=O)(=O)On1c(=O)[nH]c2ccncc2c1=O
Molecule_462,CC(=O)NC(CC(C)C)C(=O)N[C@@H](Cc1ccccc1)/C(O)=C(\C#N)c1ccncc1
Molecule_463,O=C1c2[nH]cnc2N(Cc2ccc(Cl)cc2)C2=NCCN12
Molecule_464,COC(=O)Nc1nc2cc(C(=O)Nc3cccc(C)n3)ccc2[nH]1
Molecule_465,CC(=O)Nc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
Molecule_466,O=C1c2[nH]cnc2N(CCc2ccc(Cl)cc2)C2=NCCN12
Molecule_467,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(CC)CC
Molecule_468,CCCc1c(O)n(Cc2ccccc2)c2nc3c(n2c1=O)C(=O)N(C)CN3C
Molecule_469,CCCOCn1c(N2CCN(C)CC2)nc2ccccc21
Molecule_470,CCOC(=O)C1(CCCc2ccc(C(C)(C)C)cc2)CO1
Molecule_471,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
Molecule_472,C=C(c1cc(C)cc(C)c1OCC(O)CNC(C)C)n1ccnc1
Molecule_473,Cc1cc2c(cc1S(=O)(=O)Nc1cc(C(F)(F)F)ccc1Cl)OCC(=O)N2
Molecule_474,Cc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)c2noc(C)c12
Molecule_475,CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)Nc2ccnc3cc(Cl)ccc23)CC1
Molecule_476,Cc1ccnc(NC23CC4CC(CC(C4)C2)C3)c1
Molecule_477,CC(C)(C)C(=O)Oc1ccc(C(O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1
Molecule_478,CC(=O)NCC1CN(c2ccc(C(C)=O)c(Cl)c2)C(=O)O1
Molecule_479,C=CCc1cc(C)ccc1OCC(=O)NCCNC(=O)C1=CC(C)(C)NC1(C)C
Molecule_480,COC(=O)c1sc(CC(C)C)cc1NC(=O)Nc1ccc(C)cc1
Molecule_481,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(F)cc2)cc1OC
Molecule_482,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](COc4ccccc4)C3)[C@H](C)[C@H]12
Molecule_483,CCCCNc1nc(N)nc(C)c1CCCN1CCNCC1
Molecule_484,CCCCOC1(C2=NCCN2)COc2ccccc2O1
Molecule_485,Cc1cc(CCOCCCOc2ccc3c(c2)OCO3)on1
Molecule_486,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1
Molecule_487,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccc(N=C=S)cc2)C[C@H]1C
Molecule_488,O=C(O)CCCCCCCNC(=O)c1ccc(Cl)cc1O
Molecule_489,O=C1OCC2=C1C(c1ccc(F)cc1)c1c(c3cccnc3c3ncccc13)N2
Molecule_490,Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc4ccccc4c3)ccc2n1
Molecule_491,CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Br)cc2)C1
Molecule_492,O=C1CSC(c2cccc(F)c2)N1c1ccc(Cl)cc1O
Molecule_493,CC(C)(C)c1ccc(C2OC2c2ccc(C(=O)O)cc2)cc1
Molecule_494,CCNC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1
Molecule_495,Cc1cccc(C)c1N1C(=O)c2ccccc2C1=O
Molecule_496,NCc1ccc(Cl)cc1
Molecule_497,Cc1ncsc1C1SCC(=O)N1c1ccc(Cl)cc1O
Molecule_498,Nc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1
Molecule_499,CNc1nc(Cl)c(Sc2ccccc2)c(N2CCN(C)CC2)n1
Molecule_500,NCc1c(Cl)cccc1Cl
Molecule_501,Cc1ccccc1CNC(=O)Cc1c(C)noc1C
Molecule_502,COc1cc(OC)c(OC)cc1/C=C\C=O
Molecule_503,CN1C[C@H](C(=O)Nc2ccc(Cl)nn2)C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]21
Molecule_504,COc1ccc2cccc3c2c1CC(NC(C)=O)C3
Molecule_505,CC(Sc1nc2cc(F)ccc2n1Cc1ccc(Cl)cc1)C(=O)O
Molecule_506,O=S(=O)(NCCc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F
Molecule_507,CCCCc1c(O)n(Cc2ccccc2)c2nc3c(c(=O)n(C)c(=O)n3C)n2c1=O
Molecule_508,CC(=O)OCCOCN1c2ccccc2C(=O)NS1(=O)=O
Molecule_509,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)cc1
Molecule_510,C/C=C(\NC(=O)CCCCCC)C(=O)O
Molecule_511,CC(C)CC(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1
Molecule_512,C=CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCO[C@H]12)c1csc(N)n1
Molecule_513,CCn1c(=O)c2nc(C(=O)O)cn2c2ccccc21
Molecule_514,N=C(N)NCCC[C@@H]1NC(=O)N(CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O)C1=O
Molecule_515,CCCCC/C=C\C/C=C\C/C=C\C=C\C(N)CCCC(=O)O
Molecule_516,COCCOCCOCC1CCCN1C
Molecule_517,CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1
Molecule_518,Cc1cc(C)cc(N2C(=O)Cc3ccccc3C2=O)c1
Molecule_519,CC(C)C1(C2=NCCN2)COc2ccccc2O1
Molecule_520,CCOC(=O)C(C(=O)OCC)=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
Molecule_521,CCCCCCCCCCCCCC[C@]1(C(=O)OC)CO1
Molecule_522,C/C=C(\NC(=O)CCC(C)C)C(=O)O
Molecule_523,Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1
Molecule_524,COC(=O)CNC(=O)CSC1=C(C)C(=O)c2cccc(OC)c2C1=O
Molecule_525,CC(C)(C)NCC(O)COC(=O)c1ccccc1F
Molecule_526,CCC(C)(C)/N=c1\c(O)c(O)\c1=N/c1ccc(C#N)cc1
Molecule_527,CC(=O)OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O
Molecule_528,CCn1c(=O)c2nc(C(=O)Nc3nn[nH]n3)cn2c2ccccc21
Molecule_529,COc1cc2c(cc1OC)[C@H]1c3cc(OC)c(OC)c(OC)c3OC[C@H]1[C@H](CO)C2
Molecule_530,CC(CC(=O)O)Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
Molecule_531,COc1ccc2[nH]c3c(C)c4ccnc(NCCCCCCN)c4cc3c2c1
Molecule_532,Cc1cc2[nH]c(O)nc2cc1C#CCN1CCC(Cc2ccc(F)cc2)CC1
Molecule_533,CN1CC(C2=NCCN2)Oc2ccc(F)cc21
Molecule_534,Cc1cc(/C=C2/S/C(=N/c3cccc(Br)c3)NC2=O)c(C)n1C1CCCCC1
Molecule_535,C[C@@H](CC[C@H]1C(CO)=CC[C@H]2C(C)(C)CCC[C@]12C)CC(=O)OCCCCCN1CCOCC1
Molecule_536,CNc1nc(C#N)nc(N(C)C)c1N
Molecule_537,CNS(=O)(=O)c1cc2c(N=O)c(O)[nH]c2c2c1CCCC2
Molecule_538,Cc1cc(C(=O)O)c(O)c(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1
Molecule_539,O=C(Nc1ccccc1O)c1ccccc1NS(=O)(=O)c1ccc(Cl)s1
Molecule_540,N[C@@H](CO)C(=O)O
Molecule_541,O=c1c(Cc2ccccc2)coc2cccc(OCC3CCCCC3)c12
Molecule_542,COc1cc(NC(=O)COc2ccc(Cl)cc2)c(Cl)cc1C(=O)NCc1cccnc1
Molecule_543,Cn1c(=O)c2c(nc3n(Cc4ccccc4)c(=O)/c(=C/O)c(=O)n23)n(C)c1=O
Molecule_544,COc1cc(Cc2nc3ccccc3c3nc(N)nn23)cc(OC)c1
Molecule_545,CN1CCN(CC(c2ccc(OC(F)(F)F)cc2)C2(O)CCCCC2)CC1
Molecule_546,CCCc1c(OCCCOc2cc(O)c(C(C)=O)cc2CC)cccc1OC(C)C(=O)O
Molecule_547,O=S(=O)(O)NS(=O)(=O)O
Molecule_548,C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@H](C)C(=O)O
Molecule_549,CO[C@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O
Molecule_550,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
Molecule_551,CNc1ccnc2c1ncn2[C@@H]1O[C@H](CO)[C@](O)(CO)[C@H]1O
Molecule_552,COc1ccc2[nH]c3c(C)c4ccnc(NCCCn5ccnc5)c4cc3c2c1
Molecule_553,CCC1c2ccccc2CCN1CC1=NCCN1
Molecule_554,CC(=O)c1cc2ccccc2s1
Molecule_555,CC(C)C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1
Molecule_556,O=C[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1
Molecule_557,CC1=CC=C(C=O)C(c2ccc(N(C)C)cc2)C1
Molecule_558,CCCCCCc1nc2c([nH]1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
Molecule_559,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2N)cc1
Molecule_560,O=C(O)COCc1ccc(Br)cc1
Molecule_561,Cc1c(N2C[C@@H](F)[C@@H](C3(N)CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12
Molecule_562,COCCN(CC(=O)N(C)C)c1ncccn1
Molecule_563,CCCC(=O)N(Cc1ccc(C#N)cc1)c1c(NC(C)C(C)(C)C)c(=O)c1=O
Molecule_564,CCCCON
Molecule_565,Cc1ccccc1N1C(=O)c2ccccc2C1=O
Molecule_566,CCC(c1ccc(O)c(COC)c1)C(CC)c1ccc(O)c(COC)c1
Molecule_567,CN(CCc1ccc2c(c1)OCO2)CC1CCCc2c(O)cccc21
Molecule_568,COc1ccc(C[C@H](C)NC[C@H](O)COc2ccc(O)cc2)cc1
Molecule_569,O=C(NC1CCc2cccnc21)c1cnn(CCNCc2nc3ccccc3[nH]2)c1
Molecule_570,COc1cc2c(c(OC)c1OC)CCN1C(=O)c3c(ccc(O)c3O)C[C@@H]21
Molecule_571,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N
Molecule_572,Cc1nc(N)ccc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O
Molecule_573,Nc1ncnc2c1ncn2C1C=CC(O)C1
